mplot3d_elev（度）,真实仰角θ（度）,方位角（度）,可见地面点数,满足余量(≥2m)的地面点数,最小视线余量（m）,被遮挡节点
39.0,15.11,90.0,11,10,-76.65,S003-S009-S010-S011-S015
39.0,15.11,93.0,11,11,-72.82,S003-S009-S010-S011-S015
39.0,15.11,96.0,11,11,-66.96,S003-S009-S010-S011-S015
39.0,15.11,99.0,11,11,-59.06,S003-S009-S010-S011-S015
39.0,15.11,102.0,11,11,-52.39,S003-S009-S010-S011-S015
39.0,15.11,105.0,11,10,-42.39,S003-S009-S010-S011-S015
39.0,15.11,108.0,10,9,-40.46,S003-S009-S010-S011-S014-S015
39.0,15.11,111.0,11,9,-38.03,S003-S009-S010-S014-S015
39.0,15.11,114.0,11,9,-32.81,S003-S009-S010-S014-S015
39.0,15.11,117.0,10,9,-27.93,S003-S004-S009-S010-S014-S015
39.0,15.11,120.0,12,11,-24.05,S003-S009-S010-S014
39.0,15.11,123.0,12,11,-21.28,S003-S009-S010-S014
39.0,15.11,126.0,13,11,-19.91,S003-S010-S014
39.0,15.11,129.0,13,12,-19.02,S003-S010-S014
39.0,15.11,132.0,13,11,-18.93,S003-S010-S014
39.0,15.11,135.0,12,10,-32.2,S003-S010-S012-S014
39.0,15.11,138.0,12,11,-29.9,S003-S010-S012-S014
39.0,15.11,141.0,12,11,-31.68,S003-S010-S012-S014
39.0,15.11,144.0,12,11,-39.45,S003-S010-S012-S014
39.0,15.11,147.0,11,11,-43.99,S003-S006-S010-S012-S014
39.0,15.11,150.0,11,11,-48.7,S003-S006-S010-S012-S014
39.0,15.11,153.0,12,10,-53.12,S003-S006-S012-S014
39.0,15.11,156.0,11,10,-54.99,S002-S003-S006-S012-S014
39.0,15.11,159.0,11,11,-45.03,S002-S003-S006-S012-S014
39.0,15.11,162.0,11,10,-34.77,S002-S003-S006-S012-S014
39.0,15.11,165.0,10,10,-17.93,S001-S002-S003-S006-S012-S014
39.0,15.11,168.0,11,11,-15.27,S001-S003-S006-S012-S014
39.0,15.11,171.0,12,12,-13.21,S001-S003-S012-S014
39.0,15.11,174.0,13,12,-12.22,S003-S012-S014
39.0,15.11,177.0,13,13,-34.38,S003-S012-S014
40.0,15.63,-180.0,14,13,-40.8,S012-S014
40.0,15.63,-177.0,14,13,-35.87,S012-S014
40.0,15.63,-174.0,14,13,-27.66,S012-S014
40.0,15.63,-171.0,14,13,-17.8,S012-S014
40.0,15.63,-168.0,14,14,-14.1,S012-S014
40.0,15.63,-165.0,15,14,-11.55,S014
40.0,15.63,-162.0,15,13,-12.92,S014
40.0,15.63,-159.0,15,12,-7.46,S014
40.0,15.63,-156.0,15,12,-2.81,S004
40.0,15.63,-153.0,13,12,-5.69,S004-S007-S011
40.0,15.63,-150.0,13,12,-7.05,S004-S007-S011
40.0,15.63,-147.0,13,12,-7.82,S004-S007-S011
40.0,15.63,-144.0,13,12,-9.2,S004-S007-S011
40.0,15.63,-141.0,12,12,-7.93,S004-S007-S011-S013
40.0,15.63,-138.0,12,12,-6.12,S004-S007-S011-S013
40.0,15.63,-135.0,12,12,-4.68,S004-S007-S011-S013
40.0,15.63,-132.0,13,13,-5.3,S004-S007-S013
40.0,15.63,-129.0,13,13,-5.88,S004-S007-S013
40.0,15.63,-126.0,13,13,-6.43,S004-S007-S013
40.0,15.63,-123.0,13,13,-6.95,S004-S007-S013
40.0,15.63,-120.0,13,13,-7.44,S004-S007-S013
40.0,15.63,-117.0,13,13,-7.89,S004-S007-S013
40.0,15.63,-114.0,14,13,-8.25,S004-S007
40.0,15.63,-111.0,14,13,-8.52,S004-S007
40.0,15.63,-108.0,14,13,-9.14,S004-S007
40.0,15.63,-105.0,14,13,-10.08,S004-S007
40.0,15.63,-102.0,14,13,-11.0,S004-S007
40.0,15.63,-99.0,14,14,-11.79,S004-S007
40.0,15.63,-96.0,14,14,-12.45,S004-S007
40.0,15.63,-93.0,14,14,-13.14,S004-S007
40.0,15.63,-90.0,14,14,-13.83,S004-S007
40.0,15.63,-87.0,14,14,-14.53,S004-S007
40.0,15.63,-84.0,14,14,-15.21,S004-S007
40.0,15.63,-81.0,14,13,-15.87,S004-S007
40.0,15.63,-78.0,13,13,-16.36,O01-S004-S007
40.0,15.63,-75.0,13,13,-16.69,O01-S004-S007
40.0,15.63,-72.0,13,13,-20.64,O01-S004-S007
40.0,15.63,-69.0,13,13,-50.39,O01-S004-S007
40.0,15.63,-66.0,14,13,-55.37,S004-S007
40.0,15.63,-63.0,13,12,-52.51,S002-S004-S007
40.0,15.63,-60.0,13,12,-57.36,S002-S004-S007
40.0,15.63,-57.0,13,12,-27.76,S002-S004-S007
40.0,15.63,-54.0,13,12,-15.4,S002-S004-S007
40.0,15.63,-51.0,13,12,-14.83,S002-S004-S007
40.0,15.63,-48.0,13,12,-14.27,S002-S004-S007
40.0,15.63,-45.0,13,12,-13.72,S002-S004-S007
40.0,15.63,-42.0,14,12,-13.19,S002-S007
40.0,15.63,-39.0,13,12,-12.68,S002-S007-S009
40.0,15.63,-36.0,13,12,-12.18,S002-S007-S009
40.0,15.63,-33.0,13,12,-11.7,S002-S007-S009
40.0,15.63,-30.0,13,12,-11.23,S002-S007-S009
40.0,15.63,-27.0,12,11,-12.11,S002-S007-S009-S014
40.0,15.63,-24.0,14,12,-15.07,S007-S009
40.0,15.63,-21.0,14,13,-12.89,S007-S009
40.0,15.63,-18.0,14,13,-9.0,S007-S009
40.0,15.63,-15.0,14,13,-6.44,S007-S009
40.0,15.63,-12.0,14,13,-5.2,S007-S009
40.0,15.63,-9.0,13,13,-3.97,S006-S007-S009
40.0,15.63,-6.0,14,13,-2.73,S006-S007
40.0,15.63,-3.0,14,14,-1.47,S006-S007
40.0,15.63,0.0,14,14,-0.73,S006-S007
40.0,15.63,3.0,15,14,-0.94,S006
40.0,15.63,6.0,15,15,-1.14,S006
40.0,15.63,9.0,15,15,-1.33,S006
40.0,15.63,12.0,15,15,-1.51,S006
40.0,15.63,15.0,15,14,-1.69,S006
40.0,15.63,18.0,14,14,-4.37,S005-S006
40.0,15.63,21.0,14,14,-3.95,S005-S006
40.0,15.63,24.0,14,14,-1.6,S005-S006
40.0,15.63,27.0,14,14,-1.45,S005-S006
40.0,15.63,30.0,14,14,-5.15,S005-S006
40.0,15.63,33.0,14,14,-1.83,S005-S006
40.0,15.63,36.0,15,14,-0.74,S006
40.0,15.63,39.0,15,15,-0.33,S006
40.0,15.63,42.0,15,14,-2.76,S003
40.0,15.63,45.0,15,12,-4.77,S003
40.0,15.63,48.0,15,12,-1.81,S003
40.0,15.63,51.0,14,12,-4.75,S003-S015
40.0,15.63,54.0,14,13,-18.39,S003-S015
40.0,15.63,57.0,14,13,-30.49,S003-S015
40.0,15.63,60.0,14,13,-49.48,S003-S015
40.0,15.63,63.0,14,13,-58.09,S003-S015
40.0,15.63,66.0,14,13,-68.08,S003-S015
40.0,15.63,69.0,14,13,-71.5,S003-S015
40.0,15.63,72.0,13,11,-82.25,S003-S011-S015
40.0,15.63,75.0,13,11,-81.19,S003-S011-S015
40.0,15.63,78.0,13,12,-85.18,S003-S011-S015
40.0,15.63,81.0,12,10,-84.4,S003-S009-S011-S015
40.0,15.63,84.0,12,11,-82.72,S003-S009-S011-S015
40.0,15.63,87.0,11,10,-78.21,S003-S009-S010-S011-S015
40.0,15.63,90.0,11,11,-72.32,S003-S009-S010-S011-S015
40.0,15.63,93.0,11,11,-68.37,S003-S009-S010-S011-S015
40.0,15.63,96.0,11,11,-61.92,S003-S009-S010-S011-S015
40.0,15.63,99.0,11,11,-54.21,S003-S009-S010-S011-S015
40.0,15.63,102.0,11,11,-47.66,S003-S009-S010-S011-S015
40.0,15.63,105.0,11,11,-39.54,S003-S009-S010-S011-S015
40.0,15.63,108.0,11,10,-38.18,S003-S009-S010-S011-S015
40.0,15.63,111.0,12,10,-35.68,S003-S009-S010-S015
40.0,15.63,114.0,12,10,-30.49,S003-S009-S010-S015
40.0,15.63,117.0,11,10,-25.65,S003-S009-S010-S014-S015
40.0,15.63,120.0,12,11,-21.79,S003-S009-S010-S014
40.0,15.63,123.0,13,12,-19.3,S003-S010-S014
40.0,15.63,126.0,13,12,-17.92,S003-S010-S014
40.0,15.63,129.0,13,12,-16.75,S003-S010-S014
40.0,15.63,132.0,13,12,-16.66,S003-S010-S014
40.0,15.63,135.0,13,11,-24.83,S003-S010-S014
40.0,15.63,138.0,12,12,-22.82,S003-S010-S012-S014
40.0,15.63,141.0,12,12,-24.9,S003-S010-S012-S014
40.0,15.63,144.0,12,12,-32.75,S003-S010-S012-S014
40.0,15.63,147.0,11,11,-37.2,S003-S006-S010-S012-S014
40.0,15.63,150.0,12,11,-42.71,S003-S006-S012-S014
40.0,15.63,153.0,12,11,-46.41,S003-S006-S012-S014
40.0,15.63,156.0,11,11,-48.01,S002-S003-S006-S012-S014
40.0,15.63,159.0,11,11,-38.26,S002-S003-S006-S012-S014
40.0,15.63,162.0,11,11,-28.62,S002-S003-S006-S012-S014
40.0,15.63,165.0,12,10,-14.17,S003-S006-S012-S014
40.0,15.63,168.0,12,12,-13.21,S001-S003-S012-S014
40.0,15.63,171.0,13,12,-11.58,S003-S012-S014
40.0,15.63,174.0,13,13,-11.05,S003-S012-S014
40.0,15.63,177.0,14,13,-28.21,S012-S014
